TW_ID,TW_DETAIL,TW_HASHTAG,USR_ID
22654,@Marvel Please give us a @Deadoool vs spawn #marvelcomics #spawn #Deadpool,#Deadpool,804039353429204000
22655,"Ill never let go Deadpool, I got you Spidey. A Titanic moment we shared in Sat photo shoot aboard #HMS Gannet.… https://t.co/C3b6BSwdvo",#Deadpool,2361863428
22656,"RT @robertliefeld: This pair feels like it would click with audiences, it could be a real hit, man. ?? Love to see them work together some t…",#Deadpool,2342080856
22657,"RT @kinglibheritage: Download MARVEL comics including #Deadpool and many others on the RBdigital app, free through our library. https://t.c…",#Deadpool,109689912
22658,"Download MARVEL comics including #Deadpool and many others on the RBdigital app, free through our library.… https://t.co/bUx3Js6rT6",#Deadpool,916367587
22659,Chris Hemsworth has apparently shared this image on his #Instagram with the caption Our Love Child....... amazing… https://t.co/ZlBJjbi2JJ,#Deadpool,757614028059320000
22660,RT @IEarths: #Deadpool fans! Were giving away a digital copy of #OnceUponADeadpool! RT &amp; Follow for a chance to win! Winner DMd in 6 days…,#Deadpool,4572584673
22661,"This pair feels like it would click with audiences, it could be a real hit, man. ?? Love to see them work together s… https://t.co/VTS4jAUnnR",#Deadpool,16160446
22662,Deadpool/Spiderman features some very large muscles. Trust me there wasnt a stitch of padding in his costume.… https://t.co/xhD0lfIq38,#Deadpool,2829528785
22663,Finished product by @HelmetHead_D . Id say it turned out pretty sweet!  #racing #dirtlatemodel #bellracing… https://t.co/HlaOGMSWHM,#Deadpool,1050105754106160000
22664,"@RyanReynolds #deadpool who’s idea was this, i went into a Walmart yesterday I take a turn and see these, I’m still… https://t.co/Elz8fkhNG6",#Deadpool,820785628543668000
22665,RT @kam_photo_: Dance:\nAuxiliarys very own super heros hit the stage at The Roseland Festival!!\n.\nDeadpool ig: @kotjcosplay\nSpider-Man ig:…,#Deadpool,1106235300701880000
22666,"RT @AuthorRDodson: #1 for the 7th day in a row! #Deadpool meets #Doctorwho with this fast talking, #timetraveler paramedic Guillaume Lanval…",#Deadpool,223145087
22667,"RT @screenrant: In the wake of the Disney/Fox acquisition, here are all of the Fox/Marvel movies ranked (including #XMen, #Deadpool, F4ntas…",#Deadpool,1235136768
22668,??#happy #taco #tuesday !! ??\nSoft taco... warm taco... little ball of meat...\nHappy taco... sleepy taco...\nEAT...EAT… https://t.co/pmlvdmYq2E,#Deadpool,1042198474966600000
22669,@VancityReynolds best deadpool frame yet #Deadpool https://t.co/ezcFmWlEKL,#Deadpool,3134851533
22670,Do you see that smile huh do you!?????\nSorry but not sorry :)\n@VancityReynolds #HitmansWifesBodyguard #RyanReynolds… https://t.co/zBu1IAHExw,#Deadpool,1092792155809230000
22671,"RT @AuthorRDodson: #1 for the 7th day in a row! #Deadpool meets #Doctorwho with this fast talking, #timetraveler paramedic Guillaume Lanval…",#Deadpool,332927893
22672,RT @IEarths: #Deadpool fans! Were giving away a digital copy of #OnceUponADeadpool! RT &amp; Follow for a chance to win! Winner DMd in 6 days…,#Deadpool,325759075
22673,"Finally getting some of my work up on Etsy! Stay tuned for more! All designed in Oculus Medium virtual reality, the… https://t.co/mJR7QEw3Lt",#Deadpool,1092841688551180000
22674,Who ya got! Race between the “Teleporters” threw in one of my OC’s and an OC from @whytmanga  \n\n#manga #mangaartist… https://t.co/abJl5TXmyl,#Deadpool,91189755
22675,"RT @DrBrault: Day 106 - @VancityReynold, what college professor do you know keeps a replica of @RealHughJackman #Wolverine’s claws on her d…",#Deadpool,2451353959
22676,RT @IEarths: #Deadpool fans! Were giving away a digital copy of #OnceUponADeadpool! RT &amp; Follow for a chance to win! Winner DMd in 6 days…,#Deadpool,20956296
22677,Spidey didnt like the fact that I had a bag full of the ashes of an alternate version of himself ?????? #deadpool… https://t.co/3YTIOYwuKi,#Deadpool,382286203
22678,RT @IEarths: #Deadpool fans! Were giving away a digital copy of #OnceUponADeadpool! RT &amp; Follow for a chance to win! Winner DMd in 6 days…,#Deadpool,167630102
22679,Fucking sick ass #softball jerseys here! Anybody who likes #Deadpool and wants a jersey should contact alldayrayspo… https://t.co/gUzvxh1ojN,#Deadpool,780938479496728000
22680,RT @IEarths: #Deadpool fans! Were giving away a digital copy of #OnceUponADeadpool! RT &amp; Follow for a chance to win! Winner DMd in 6 days…,#Deadpool,1403963292
22681,Very cute #Deadpool dress for sale. Check it out! #eBay #Marvel https://t.co/uhaj66Q6eu,#Deadpool,87033187
22682,"RT @DrBrault: Day 106 - @VancityReynold, what college professor do you know keeps a replica of @RealHughJackman #Wolverine’s claws on her d…",#Deadpool,212790998
22683,RT @IEarths: #Deadpool fans! Were giving away a digital copy of #OnceUponADeadpool! RT &amp; Follow for a chance to win! Winner DMd in 6 days…,#Deadpool,104877247
22684,RT @IEarths: #Deadpool fans! Were giving away a digital copy of #OnceUponADeadpool! RT &amp; Follow for a chance to win! Winner DMd in 6 days…,#Deadpool,38230712
22685,RT @IEarths: #Deadpool fans! Were giving away a digital copy of #OnceUponADeadpool! RT &amp; Follow for a chance to win! Winner DMd in 6 days…,#Deadpool,273183197
22686,EFINAR - DEADPOOL (proud that weve reached more than 100K views on YouTube)\n#Deadpool #rap #rapmusic #efinar https://t.co/JnSqS2HaXu,#Deadpool,778889775994601000
22687,RT @IEarths: #Deadpool fans! Were giving away a digital copy of #OnceUponADeadpool! RT &amp; Follow for a chance to win! Winner DMd in 6 days…,#Deadpool,346808682
22688,cant believe my cat will be in the cameo of #Deadpool 3??\n@VancityReynolds @9GAG @catsofinstagram https://t.co/c9shwdYEiZ,#Deadpool,823456344523108000
22689,"RT @LifeLiker_in: Hey #Deadpool fans tiz is for u , deadpool Movie font Generater link https://t.co/Fi8H18HQH0\n#Avengers #deadpoolfont #lif…",#Deadpool,1034965170970230000
22690,"RT @TATMMPod: One day Chris will learn how to say the name of the podcast, but today is not that day. Here’s a clip from episode 2 coming o…",#Apostle,1085030955054700000
22691,"One day Chris will learn how to say the name of the podcast, but today is not that day. Here’s a clip from episode… https://t.co/9Dk30BhxVf",#Apostle,1089654434437690000
22692,"RT @JVonfrederick: @_LoveLike_JESUS https://t.co/CEIrLtesCy \nAn #apostle is not a “word” written on a piece of paper, but a #living steward…",#Apostle,366793761
22693,a #murderer of #Christians\nbelieving he was right\n#killing those following the way\nthe #disciples of #Christ\nchange… https://t.co/IZpNdMCMNL,#Apostle,37711670
22694,bring more #stones in https://t.co/6qN7P5u6g7 #Jesus #Christ #God #Spirit #Faith #love #grace #poem #prayer #hope… https://t.co/kURx5wL2I9,#Apostle,37711670
22695,a new #name https://t.co/qb6YQCP3HY\n#Jesus #Christ #God #Spirit #Faith #love #grace #poem #prayer #hope #disciples… https://t.co/yGTf3aRov9,#Apostle,37711670
22696,"a new #name\nlike #Abram,\nlike #Jacob\na new life\nwithin the Lord\na new name\nno longer #Saul\na new name, #Paul,\nthe #apostle of #Christ",#Apostle,37711670
22697,St. Ludger Apostle of #Saxony\n\nRead more:https://t.co/nL89TWzcZq\n\n#saint #Ludger #Apostle https://t.co/Kh8hBoyA8P,#Apostle,537104983
22698,RT @RodCDavis: #Apostle Documented biblical evidence reveals 1&amp;2 Peter CONTAIN LESSONS Apostle PETER and JESUS DID NOT TEACH. Learn biblica…,#Apostle,240849000
22699,RT @TATMMPod: Who better to direct a religious cult horror film than the guy that did The Raid 2? On this week’s episode will be talking ab…,#Apostle,283994916
22700,RT @TATMMPod: Who better to direct a religious cult horror film than the guy that did The Raid 2? On this week’s episode will be talking ab…,#Apostle,1085030955054700000
22701,RT @TATMMPod: Who better to direct a religious cult horror film than the guy that did The Raid 2? On this week’s episode will be talking ab…,#Apostle,948726139861823000
22702,#Apostle Documented biblical evidence reveals 1&amp;2 Peter CONTAIN LESSONS Apostle PETER and JESUS DID NOT TEACH. Lear… https://t.co/Yh1NErUbeG,#Apostle,37264081
22703,RT @TATMMPod: Who better to direct a religious cult horror film than the guy that did The Raid 2? On this week’s episode will be talking ab…,#Apostle,398432579
22704,Who better to direct a religious cult horror film than the guy that did The Raid 2? On this week’s episode will be… https://t.co/owU3m2izFL,#Apostle,1089654434437690000
22705,#firebrand music\n#Apostle Ben https://t.co/ZNAN5u6syh,#Apostle,1100035327199190000
22706,"RT @ShrineofStJude: Prophets continue to arise in our midst. If we fail to heed their word, the kingdom of heaven will be taken from us\n-\n#…",#Apostle,32334295
22707,What? The Gospel of the Kingdom see the complete Articles @ https://t.co/kwqqjjUj1a | #gospelofthekingdom… https://t.co/TUjs7BNt40,#Apostle,556636611
22708,What? The Ever Widening Kingdom see the complete Articles @ https://t.co/iGhWxgvRTn | #everwidening… https://t.co/xAXNGAjxm7,#Apostle,556636611
22709,"RT @ShrineofStJude: Prophets continue to arise in our midst. If we fail to heed their word, the kingdom of heaven will be taken from us\n-\n#…",#Apostle,1093521775135120000
22710,Updated! The Ministry of the Prophet see the complete Articles @ https://t.co/EuikBwrj1G | #ministryoftheprophet… https://t.co/Y3J4zvW4Mw,#Apostle,556636611
22711,"Bath time is always high stress but even worse without my girl, sparks0022! The good news is that they are getting… https://t.co/qJIwhL7VvV",#Apostle,385382115
22712,"“The foreknowledge of God made plain to Him even from the beginning this falling away from the truth; and, through… https://t.co/rIf4xbPgUX",#Apostle,1095829618827830000
22713,This is the birthing of a #HolySpirit filled man into an #apostle of the most high #God ! https://t.co/B5VVOFWDzz,#Apostle,1033141245814680000
22714,Daddy day today! Theyre happiest when theyre eating... smh. #SecondShot #MiracleMan #Apostle #OneOfAKind https://t.co/x4SVTvo7xN,#Apostle,385382115
22715,Do Yourself a Favor and Go To Church Today...\nOur Focus Today Will Be: My Release Will Be Public Come Expecting T… https://t.co/NJZUs8tvZD,#Apostle,401384123
22716,"RT @ShrineofStJude: Prophets continue to arise in our midst. If we fail to heed their word, the kingdom of heaven will be taken from us\n-\n#…",#Apostle,163381359
22717,@JVonfrederick @tonymaina1 Your Words:\n\nHe [GOD] points to His apostolic steward of grace.\n#God points to a person… https://t.co/IHVrdJCmHa,#Apostle,4578091891
22718,Its going to be a Divine  Encounter in the Presence of the Lord! ?? Join Us ??#Jesus #JesusChrist #God #praise… https://t.co/0DGK1ObOoA,#Apostle,1107851643532520000
22719,"March 23, 2019\nMARK 3-4    \nDAY 84: #JOURNEY THROUGH THE BIBLE IN A YEAR\nFocus #Verse For Today: #Mark 3:23-29\n\nRea… https://t.co/YMsQj48xiC",#Apostle,98501963
22720,"RT @ShrineofStJude: Prophets continue to arise in our midst. If we fail to heed their word, the kingdom of heaven will be taken from us\n-\n#…",#Apostle,835165721424384000
22721,"RT @JVonfrederick: @Redee_med My faith is complete in #JesusChrist. Evidenced completely by visual, audio, and physical manifestations from…",#Apostle,1008777209610400000
22722,"@Redee_med My faith is complete in #JesusChrist. Evidenced completely by visual, audio, and physical manifestations… https://t.co/nEy0hrt9Pz",#Apostle,1008777209610400000
22723,Sabado \n  -:/\\\nSaturday \n.\n.\n.\n#actor #model #subtle #abstracto #shades #watchyourself #craft #window #sol #apostle… https://t.co/1l7UDCR2n8,#Apostle,164357967
22724,"RT @JVonfrederick: @Redee_med https://t.co/vd5rCv6Vlg\nGod does not point to #scripture as His authority. On the contrary, He points to His…",#Apostle,4002446733
22725,"RT @ShrineofStJude: Prophets continue to arise in our midst. If we fail to heed their word, the kingdom of heaven will be taken from us\n-\n#…",#Apostle,754038935974662000
22726,"RT @JVonfrederick: @Redee_med https://t.co/vd5rCv6Vlg\nGod does not point to #scripture as His authority. On the contrary, He points to His…",#Apostle,1008777209610400000
22727,"@Redee_med https://t.co/vd5rCv6Vlg\nGod does not point to #scripture as His authority. On the contrary, He points to… https://t.co/2Qi8OyBIxX",#Apostle,1008777209610400000
22728,Apostolic Well Of Grace Official Logo Design \n@chegazdesigns #WordofGod #design. #Apostolic #Prophet #Apostle… https://t.co/uI6kRBk3Jw,#Apostle,998554412296622000
22729,"RT @ShrineofStJude: Prophets continue to arise in our midst. If we fail to heed their word, the kingdom of heaven will be taken from us\n-\n#…",#Apostle,4090734692
22730,"Nice little hit by Jason. If he keeps his butt in, he could hit it to the fence, but were not there yet.… https://t.co/dtA3LFTO62",#Apostle,385382115
22731,"RT @JVonfrederick: @_LoveLike_JESUS https://t.co/CEIrLtesCy \nAn #apostle is not a “word” written on a piece of paper, but a #living steward…",#Apostle,152937450
22732,"RT @ShrineofStJude: Prophets continue to arise in our midst. If we fail to heed their word, the kingdom of heaven will be taken from us\n-\n#…",#Apostle,730969179738644000
22733,"RT @JVonfrederick: @_LoveLike_JESUS https://t.co/CEIrLtesCy \nAn #apostle is not a “word” written on a piece of paper, but a #living steward…",#Apostle,1109167172654410000
22734,Apostle John Eckhardt 30 Day Wisdom Challenge\n#apostle #johneckhardt #wisdom #challenge \nhttps://t.co/IJp1bz3DvU,#Apostle,3301790667
22735,"RT @ShrineofStJude: Prophets continue to arise in our midst. If we fail to heed their word, the kingdom of heaven will be taken from us\n-\n#…",#Apostle,3266908080
22736,"RT @ShrineofStJude: Prophets continue to arise in our midst. If we fail to heed their word, the kingdom of heaven will be taken from us\n-\n#…",#Apostle,3246728953
22737,"RT @ShrineofStJude: Prophets continue to arise in our midst. If we fail to heed their word, the kingdom of heaven will be taken from us\n-\n#…",#Apostle,1512883716
22738,"RT @ShrineofStJude: Prophets continue to arise in our midst. If we fail to heed their word, the kingdom of heaven will be taken from us\n-\n#…",#Apostle,4890092538
22739,Wow? The Gospel of the Kingdom see the complete Articles @ https://t.co/kwqqjjUj1a | #gospelofthekingdom… https://t.co/c3xEjwRvMJ,#Apostle,556636611
22740,Wow? The Ever Widening Kingdom see the complete Articles @ https://t.co/iGhWxgvRTn | #everwidening… https://t.co/4cygdB5TVL,#Apostle,556636611
22741,"RT @ShrineofStJude: Prophets continue to arise in our midst. If we fail to heed their word, the kingdom of heaven will be taken from us\n-\n#…",#Apostle,933354293284892000
22742,Amen #Apostle @PAppelo. The #anointing is set in #stewardship: without proper instruction #faith aligns with the… https://t.co/NcB42m4a44,#Apostle,818204719168548000
22743,Amen #Apostle @PAppelo!! Without the proper #KNOWLEDGE faith cant please #God &amp; is from the standpoint of mans… https://t.co/wTw1Ai2Fdf,#Apostle,818204719168548000
22744,"#Apostle PROPHETS GALORE, BUT WHICH WERE ANOINTED BY GOD? Absorb verifiable biblical facts that reveal how Jesus ex… https://t.co/QgSv0C3F5t",#Apostle,37264081
22745,"RT @ShrineofStJude: Prophets continue to arise in our midst. If we fail to heed their word, the kingdom of heaven will be taken from us\n-\n#…",#Apostle,1102911758417640000
22746,"RT @ShrineofStJude: Prophets continue to arise in our midst. If we fail to heed their word, the kingdom of heaven will be taken from us\n-\n#…",#Apostle,983659166
22747,"RT @ShrineofStJude: Prophets continue to arise in our midst. If we fail to heed their word, the kingdom of heaven will be taken from us\n-\n#…",#Apostle,983802143080701000
22748,"RT @ShrineofStJude: Prophets continue to arise in our midst. If we fail to heed their word, the kingdom of heaven will be taken from us\n-\n#…",#Apostle,5715192
22749,"Prophets continue to arise in our midst. If we fail to heed their word, the kingdom of heaven will be taken from us… https://t.co/kmO3177cjx",#Apostle,26594547
22750,I just prayed 4 u. Happy Friday. #apostle #blim #bl37 #beaconlightnation #cooperation #changing4good #dsb #dsbess… https://t.co/3qU1yilj8C,#Apostle,172404237
22751,"Watched a #Purim #Farbrengen last night: watched one of my favorite teachers clap, sing, sip a lil wine; get happy,… https://t.co/hu1Bf97aNH",#Apostle,3081838879
22752,RT @advanointing: Trust God and have victory! \nFull message ‘Victory in every spiritual battle’ now on YouTube! #advancedanointing #spiritu…,#Apostle,313597086
22753,#4/12 the celebration of my Patna .. #OnGod???????? #Apostle #letsgetit https://t.co/Ha0sPd9O7c,#Apostle,205702362
22754,What the eff is going on. I thought I knew but now I’m completely confused. #apostle #netflix,#Apostle,18232843
22755,Blood jars outside homes. Hmmmm. And who is ‘she?’ #netflix #apostle,#Apostle,18232843
22756,That preacher is a little shady. With the throat slitting and all. #apostle #netflix,#Apostle,18232843
22757,#apostle! The most troubling thing so far is Thomas’s nailbeds are red.,#Apostle,18232843
22758,RT @Khidr61442963: #apostle jesus ben damneus(documented by Israelite General Josephus and never disputed) was a biblical magi or magician…,#Apostle,1106990206023010000
22759,"If I don’t respond, your comment may have deserved a shredder. Don’t presume. Creed affects conduct. What’s your cr… https://t.co/vJxR0N2QIv",#Apostle,2149442144
22760,"RT @el_elleah: As bad as you wanna address it,  some things are better left unsaid. IM learning. #APOSTLE ??????????",#Apostle,1107019546404270000
22761,"RT @JVonfrederick: @_LoveLike_JESUS https://t.co/CEIrLtesCy \nAn #apostle is not a “word” written on a piece of paper, but a #living steward…",#Apostle,58229359
22762,Updated! Spiritual Discernments &amp; Comparisons see the complete Articles @ https://t.co/w9VmZTUaES |… https://t.co/CEEzSQKhQa,#Apostle,556636611
22763,Whoa? The Gospel of the Kingdom see the complete Articles @ https://t.co/kwqqjjUj1a | #gospelofthekingdom… https://t.co/PYDbb3MQjm,#Apostle,556636611
22764,Whoa? The Ever Widening Kingdom see the complete Articles @ https://t.co/iGhWxgvRTn | #everwidening… https://t.co/nTSM6YY8EP,#Apostle,556636611
22765,Whoa? What or Who Is A Father? see the complete Articles @ https://t.co/sZELEhnjUK | #whatisafather #whoisafather… https://t.co/TLWUmEskEC,#Apostle,556636611
22766,"There arent many horror films where I have to (almost) look away, but #apostle has managed!! British #folkhorror r… https://t.co/YSNLXsBLrC",#Apostle,865185265
22767,Making notes on semiotic analyses of crime thrillers whilst also watching British horror film  Apostle. My Wednesda… https://t.co/sFpgA2DnRL,#Apostle,865185265
22768,Apostle Ryan Lestrange Living Healed &amp; Emotionally Free\n#apostle #ryanlestrange #living #healed #emotionally #free\nhttps://t.co/qLoxBlykRm,#Apostle,3301790667
22769,Behold My Beloved Father &amp; Daddy. #pastor #isaiah #preaching #apostle #apostolic #church #revival #africa #nigeria… https://t.co/jXQPFTLaI9,#Apostle,187766174
22770,"#Apostle: Gareth Evans proves he’s not just a one-trick pony with The Raid films, Apostle is The Wicker Man’s gorie… https://t.co/S05ZIKAyWH",#Apostle,491594325
22771,#Apostle GOSPEL ACCORDING TO JOHN contains Verses that CONVEY a MESSAGE JESUS DID NOT TEACH. This documentary revea… https://t.co/3hMwedldLg,#Apostle,37264081
22772,RT @apostlesvcs: Thank you to Italy for its humanitarian act.  Our #Apostle sisters are in the 2nd year of their mission to migrants in Sic…,#Apostle,89045706
22773,"Paul, knowing full well his commitment to following Jesus, and his fate should it come. And it certainly did. \n...… https://t.co/KqdfatOHl3",#Apostle,816200619899777000
22774,#apostle jesus ben damneus(documented by Israelite General Josephus and never disputed) was a biblical magi or magi… https://t.co/wgz52pEmGt,#Apostle,1106990206023010000
22775,"It does not take meeting a pastor to have rest, it takes meeting Jesus Christ spirit to Spirit to have rest, most t… https://t.co/yAwuE1ZSTo",#Apostle,2370413455
22776,Thank you to Italy for its humanitarian act.  Our #Apostle sisters are in the 2nd year of their mission to migrants… https://t.co/yrEOpJ9fYs,#Apostle,2449979713
22777,RT @bishopdsbrister: I just prayed 4 u. “GOD wants U 2 Trust HIM!”+dsb #here4life #icommit #apostle #blim #bl38 #cooperation #changing4good…,#Apostle,1095141248317430000
22778,I just prayed 4 u. “GOD wants U 2 Trust HIM!”+dsb #here4life #icommit #apostle #blim #bl38 #cooperation… https://t.co/zuEPi5gAfB,#Apostle,172404237
22779,Quinton Lindsey #Apostle 4-21 https://t.co/ZtqcFEDdKw,#Apostle,125403245
22780,Updated! The Seven (7) Mountains of Influence see the complete Articles @ https://t.co/Ret6upOm1t |… https://t.co/VIiNVtVtvE,#Apostle,556636611
22781,Watch how the #Apostle #Paul explains how you can be right with #God! #Bible #Religion #Christ https://t.co/kJApwujFlt,#Apostle,385475382
22782,#Apostle DOCUMENTARY: ISAIAH 1 PROVES PAUL PREACHED GIFT OF SALVATION DOCTRINE IN JESUS’ NAME that Jesus did not te… https://t.co/4WIYstQPQa,#Apostle,37264081
22783,The Gospel of the Kingdom see the complete Articles @ https://t.co/kwqqjjUj1a | #gospelofthekingdom #kingdomgospel… https://t.co/eDjPAcTCaW,#Apostle,556636611
22784,The Ever Widening Kingdom see the complete Articles @ https://t.co/iGhWxgvRTn | #everwidening #everwideningkingdom… https://t.co/nGCw5zyuo4,#Apostle,556636611
22785,What or Who Is A Father? see the complete Articles @ https://t.co/sZELEhnjUK | #whatisafather #whoisafather… https://t.co/WuFCh8ytsI,#Apostle,556636611
22786,"As bad as you wanna address it,  some things are better left unsaid. IM learning. #APOSTLE ??????????",#Apostle,191827302
22787,I’m determined to trust God beyond their approval and my understanding!\n\n#Obedience\n#Faith\n#Next\n#Apostle\n#LadyBishop,#Apostle,401384123
22788,RT @el_elleah: It isnt the mountains ahead to climb  that wears you out;it is the pebble in your shoe. #APOSTLE ??????????,#Apostle,1100733467380320000
22789,It isnt the mountains ahead to climb  that wears you out;it is the pebble in your shoe. #APOSTLE ??????????,#Apostle,191827302
22790,Why did she kill her own child? Hold the Dark - Movie Analysis\nhttps://t.co/HFD8PrDelg\n\n#holdthedark #horrormovie… https://t.co/M0vL1wxQ1t,#HoldtheDark,247909429
22791,"RT @BDisgusting: The new @netflix film Hold the Dark is the latest psychological thriller fromDirector Jeremy Saulnier, watch it NOW! #Hold…",#HoldtheDark,961963598695329000
22792,Why did she kill her own child? Hold the Dark - Movie Analysis\nhttps://t.co/HFD8PrDelg\n\n#holdthedark #horrormovie… https://t.co/psGfqZLNmS,#HoldtheDark,247909429
22793,@thecountdownpc @EpicFilmGuys @netflixnswill I still have mixed feelings on #HoldTheDark but I have faith if he rea… https://t.co/zOCKobGQyg,#HoldtheDark,2438186793
22794,"RT @BDisgusting: The new @netflix film Hold the Dark is the latest psychological thriller fromDirector Jeremy Saulnier, watch it NOW! #Hold…",#HoldtheDark,876101305588174000
22795,Why did she kill her own child? Hold the Dark - Movie Analysis\nhttps://t.co/HFD8PrDelg\n\n#holdthedark #horrormovie… https://t.co/CiWojWUqAu,#HoldtheDark,247909429
22796,RT @TnHorrorNews: Macon Blair to Write/Direct Toxic Avenger Reboot\n#toxicavenger #troma #indiehorror #legendary #holdthedark #reboot #horro…,#HoldtheDark,789432500653264000
22797,Macon Blair to Write/Direct Toxic Avenger Reboot\n#toxicavenger #troma #indiehorror #legendary #holdthedark #reboot… https://t.co/UcVxMAIJgU,#HoldtheDark,3013677916
22798,RT @nerdist: #HoldTheDark writer Macon Blair will reportedly write and direct #TheToxicAvenger reboot at Legendary: https://t.co/7AB6lj72eK…,#HoldtheDark,2800264730
22799,"RT @VisualAnarchyTV: If you liked #HoldTheDark, youll be interested to hear a behind the scenes conversation with the films Costume Desig…",#HoldtheDark,29969988
22800,RT @nerdist: #HoldTheDark writer Macon Blair will reportedly write and direct #TheToxicAvenger reboot at Legendary: https://t.co/7AB6lj72eK…,#HoldtheDark,1086528510988930000
22801,RT @nerdist: #HoldTheDark writer Macon Blair will reportedly write and direct #TheToxicAvenger reboot at Legendary: https://t.co/7AB6lj72eK…,#HoldtheDark,1089736855078250000
22802,RT @nerdist: #HoldTheDark writer Macon Blair will reportedly write and direct #TheToxicAvenger reboot at Legendary: https://t.co/7AB6lj72eK…,#HoldtheDark,233083777
22803,RT @nerdist: #HoldTheDark writer Macon Blair will reportedly write and direct #TheToxicAvenger reboot at Legendary: https://t.co/7AB6lj72eK…,#HoldtheDark,3178603986
22804,#HoldTheDark writer Macon Blair will reportedly write and direct #TheToxicAvenger reboot at Legendary:… https://t.co/RhzieoZBQX,#HoldtheDark,394216985
22805,"RT @VisualAnarchyTV: If you liked #HoldTheDark, youll be interested to hear a behind the scenes conversation with the films Costume Desig…",#HoldtheDark,169723735
22806,"RT @VisualAnarchyTV: If you liked #HoldTheDark, youll be interested to hear a behind the scenes conversation with the films Costume Desig…",#HoldtheDark,890018761687711000
22807,"RT @VisualAnarchyTV: If you liked #HoldTheDark, youll be interested to hear a behind the scenes conversation with the films Costume Desig…",#HoldtheDark,1036322056147800000
22808,Alex with #animals! ???????? #AlexanderSkarsgård #mcm #Actor #artist #babe #Viking #Swedish #trueblood #EricNorthman… https://t.co/kTLJ3YstVg,#HoldtheDark,25792249
22809,"RT @VisualAnarchyTV: If you liked #HoldTheDark, youll be interested to hear a behind the scenes conversation with the films Costume Desig…",#HoldtheDark,903037895690342000
22810,"RT @VisualAnarchyTV: If you liked #HoldTheDark, youll be interested to hear a behind the scenes conversation with the films Costume Desig…",#HoldtheDark,1357221421
22811,"RT @VisualAnarchyTV: If you liked #HoldTheDark, youll be interested to hear a behind the scenes conversation with the films Costume Desig…",#HoldtheDark,2576312882
22812,Thank-you @VisualAnarchyTV #joshhayes for a great interview! #mademelaugh #costumejokes #nofilter #holdthedark… https://t.co/dUNrreWmlY,#HoldtheDark,2300806676
22813,"#QuickReview: A third of #HoldtheDark will have you asking, Whats happening?! Another third will have you feelin… https://t.co/lWWdA73tpP",#HoldtheDark,28549560
22814,"RT @VisualAnarchyTV: If you liked #HoldTheDark, youll be interested to hear a behind the scenes conversation with the films Costume Desig…",#HoldtheDark,19604964
22815,RT @SkarsJoy: New set photo of Alexander Skarsgard in #HoldtheDark via @VisualAnarchyTV and @AMessamistyle!  https://t.co/kaAqzHs7Fa,#HoldtheDark,19604964
22816,New set photo of Alexander Skarsgard in #HoldtheDark via @VisualAnarchyTV and @AMessamistyle!  https://t.co/kaAqzHs7Fa,#HoldtheDark,940508738
22817,"RT @VisualAnarchyTV: If you liked #HoldTheDark, youll be interested to hear a behind the scenes conversation with the films Costume Desig…",#HoldtheDark,940508738
22818,Interview with #CAFTCADawards2019 winner for #HoldTheDark @AMessamistyle \n#CostumeDesigner #CAFTCAD https://t.co/f8IcX4XYUn,#HoldtheDark,1283796643
22819,"If you liked #HoldTheDark, youll be interested to hear a behind the scenes conversation with the films Costume De… https://t.co/rPXfuY6Khu",#HoldtheDark,4731068358
22820,This episode of RF is an interesting dive into Costume Design with our award winning guest Antoinette Messam! Hold… https://t.co/RJVY96eSt0,#HoldtheDark,4731068358
22821,Watching #HoldtheDark weird ass film man https://t.co/0rayGQnFZv,#HoldtheDark,2908408311
22822,Why did she kill her own child? Hold the Dark - Movie Analysis\nhttps://t.co/HFD8PrDelg\n\n#holdthedark #horrormovie… https://t.co/dcu6wy5M2Z,#HoldtheDark,247909429
22823,"(im gonna have to start numbering these!) 5/ its too new to be an all-time favourite, although its getting there… https://t.co/DsMmxn2XNe",#HoldtheDark,557688334
22824,Why did she kill her own child? Hold the Dark - Movie Analysis\nhttps://t.co/HFD8PrDelg\n\n#holdthedark #horrormovie… https://t.co/7lcXQsNYup,#HoldtheDark,247909429
22825,"So much so that when I saw @danielkaluuya’s character acting a fool in #widows, I blurted out “that’s why General O… https://t.co/CVvm91dFlN",#Widows,26810427
22826,RT @EdsFilmicForays: #Widows - A heist movie and SO MUCH MORE. Out on DVD/Blu-ray. Heres my spoiler-free review: https://t.co/00wbBfEES9 ……,#Widows,777834278566658000
22827,"Like many others, Hadassah* lost her husband as #conflict engulfed her community in the Middle East. She became a… https://t.co/z5UIFeOyXN",#Widows,38071299
22828,"Digital UI Designer ad\nWANTED: #UI #DigitalDesigner\nLOVES: #Typography, #Craft, #UX, #Beauty, #wellbeing… https://t.co/rlwyRl7XZm",#Widows,80807932
22829,Pain. #widowlandlife #widow #widowfog #grief #griefquotes #widows #widower #widowlife #death #life #alone… https://t.co/PlkpP9lki6,#Widows,1009279653788300000
22830,"RT @maryanne_pope: As spring has sprung, do you know an older widow or widower (or a senior) who could use some help planting flowers in th…",#Widows,1494447511
22831,RT @LAVillageCinema: The #posters are out in #LongAshton and theyre looking very nice! @LAVillageCinemas next screening is #Widows on Sat…,#Widows,2338141880
